database_id,spotify_id,song_name,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5bb7ac970c27ee4c381ddacf,0BMPuAzFPLmWzQnV8Ks3eR,You're the Gold,https://p.scdn.co/mp3-preview/365f61a0fb5c42d2c48e4dd4be58414de2ac29cc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.349,0.78,7,-5.87,1,0.0375,0.0857,0.000521,0.259,0.467,159.857
5bb7ac970c27ee4c381ddad0,7nQqukBuClFtuaegbRAdNP,Some Chords,https://p.scdn.co/mp3-preview/1be8a68e1e4c561ef6e797e59ff376239c41a055?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.786,0.427,1,-8.015,1,0.0669,6.42E-05,0.537,0.0734,0.42,128.005
5bb7ac970c27ee4c381ddad1,4sKxpfxfS5AdVczPBtv4QX,Bigfoot - Original Mix,https://p.scdn.co/mp3-preview/44de099f89d47c1b66d7616465751d6f360a4be8?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.661,0.887,5,-3.996,0,0.0736,0.00108,0.757,0.0756,0.159,127.992
5bb7ac970c27ee4c381ddad2,4oxi4THAaIzqtlazBV06uP,Camorra - Original Mix,https://p.scdn.co/mp3-preview/b07b236337568aee988474f686ce4b2b6ce2f194?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.777,0.848,2,-5.133,0,0.0611,0.0149,0.914,0.255,0.209,127.996
5bb7ac970c27ee4c381ddad3,4zzK27tDcP4BSSFWsTj2A1,Sometimes Saturday - Tom Middleton Remix,https://p.scdn.co/mp3-preview/45d3fb9b2ace8a61db8661c2730ef02066ed3bfb?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.701,0.591,2,-10.849,1,0.0478,0.0303,0.802,0.0819,0.208,124.002
5bb7ac970c27ee4c381ddad4,3iHANyFfYz4B6cCfBsuJkM,Come Together,https://p.scdn.co/mp3-preview/dc4519dc4b0f3b32b532467ccef776bc1a4f3d7e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.684,0.828,11,-4.596,1,0.0471,0.00223,0.904,0.642,0.411,128.023
5bb7ac970c27ee4c381ddad5,0kk91i9mALCx4joZGk4nHT,Fifteen - Hardwell Edit,https://p.scdn.co/mp3-preview/90f450cd12dc05c0c38b6bdd5cd604627fdc2b62?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.736,0.819,11,-5.043,1,0.0469,0.00084,0.828,0.102,0.137,127.988
5bb7ac970c27ee4c381ddad6,6uWhDf82Iw1AVf0qbpdxZo,Riff,https://p.scdn.co/mp3-preview/0835705e4074a74023c1c0c7993c6284a9655565?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.678,0.633,7,-9.987,1,0.143,0.000193,0.907,0.0668,0.0353,134.964
5bb7ac970c27ee4c381ddad7,24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing,https://p.scdn.co/mp3-preview/34ef2c315f140d2282f8c94a131cc2ebf63e5d60?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934
5bb7ac970c27ee4c381ddad8,4yQpMgnJSWXdjrZr8B8XZz,Countdown - Original Mix,https://p.scdn.co/mp3-preview/4c4fac7522398a4b094028378a19fee132c2751c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.769,0.977,7,-2.703,1,0.0969,0.0688,0.89,0.0778,0.207,128.005
5bb7ac970c27ee4c381ddad9,4dmL872hNFWSjekkOWG55h,The Night Out - Maison and Dragen Remix,https://p.scdn.co/mp3-preview/d211282935952520298aa3aeb7fc146ebebb9076?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.669,0.663,4,-5.339,1,0.223,0.000678,0.000403,0.104,0.51,127.99
5bb7ac970c27ee4c381ddada,5pXChtct58oBUWI1Xsvdrb,Back To Solaris,https://p.scdn.co/mp3-preview/2b36ad3358ea4acf0c8b4ab010e9935150e68228?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.752,0.816,11,-7.394,1,0.0513,0.01,0.854,0.122,0.501,127.004
5bb7ac970c27ee4c381ddadb,4IWLawtdMznqdOnbOR9cWW,Legacy - Radio Edit,https://p.scdn.co/mp3-preview/c7d2273994fe6539dfff22948708b9e34e663991?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.586,0.706,0,-3.673,0,0.0454,0.0609,0,0.12,0.219,127.961
5bb7ac970c27ee4c381ddadc,4ZI8spMJoX1L8cGlzcgkuh,Rift,https://p.scdn.co/mp3-preview/2e70ab5c70a9cbe13756cf94654e8548d02ddd63?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.75,0.729,6,-6.06,0,0.0622,0.000742,0.873,0.0647,0.166,126.997
5bb7ac970c27ee4c381ddadd,7AHsgWs5RiLsIHe0vGiYaZ,Western Metaphor,https://p.scdn.co/mp3-preview/bb6f5893e844792df9b4e4df3fe9ee8f64591bcd?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.58,0.561,4,-9.935,0,0.0329,0.819,0.904,0.12,0.823,122.41
5bb7ac970c27ee4c381ddade,7EbfSa5zCxh6VkOdSNUWkZ,At Night,https://p.scdn.co/mp3-preview/e2410d57ee7b96a0819595016af387528576611f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.426,0.672,9,-8.566,1,0.0308,1.33E-05,0.784,0.281,0.2,103.621
5bb7ac970c27ee4c381ddadf,4BYGxv4rxSNcTgT3DsFB9o,Purple Haze,https://p.scdn.co/mp3-preview/09c30a6a1636288638f9ec6c5da9626c33137a18?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.529,0.898,2,-5.249,1,0.0786,0.00627,0.728,0.0668,0.434,108.599
5bb7ac970c27ee4c381ddae0,02KpkaZbiutsR0ucxce4Sh,This Will Be Our Year,https://p.scdn.co/mp3-preview/a93e9a62c991068702928d0a74a5bd0c1a3fc72f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.535,0.424,9,-7.491,1,0.0314,0.626,0,0.191,0.539,97.506
5bb7ac970c27ee4c381ddae1,5R74baUcQY784FpFx0E9WT,Lazy Bones,https://p.scdn.co/mp3-preview/684a0eada46a36c9ce6a04890b7507e2d58e41aa?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.365,0.852,4,-7.18,0,0.0312,1.20E-05,0.0836,0.0892,0.545,108.848
5bb7ac970c27ee4c381ddae2,0BTp9cbg2CS9vJqcc6iC0C,Snake In The Grass,https://p.scdn.co/mp3-preview/75b99058d057b21578893be50e7a5de4bf31ec3f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.226,0.538,11,-11.328,1,0.0304,0.00267,0.687,0.0741,0.309,102.058
5bb7ac970c27ee4c381ddae3,2HlBvuaKhdftTRb3TCklhQ,Sleepy Silver Door,https://p.scdn.co/mp3-preview/b9fbe33c53729444dc3a319806fb2b7c4cfa03d8?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.365,0.632,11,-6.574,1,0.0303,0.444,0.708,0.127,0.289,129.545
5bb7ac970c27ee4c381ddae4,2q4tfTDWKwHfOtKXLa5H04,"Dandelion Seeds - Single Version, 2007 Remastered Version",https://p.scdn.co/mp3-preview/c0f7368df23de35f91ab44fa7f3d998ff02146d0?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.462,0.776,2,-7.994,1,0.0874,0.174,0.00548,0.142,0.358,137.822
5bb7ac970c27ee4c381ddae5,2TjdnqlpwOjhijHCwHCP2d,The Great Gig in the Sky,https://p.scdn.co/mp3-preview/94d312ff335e2a0d63c1b4623d739d9c1f95ced9?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.275,0.216,5,-13.818,1,0.0345,0.768,0.897,0.0832,0.181,116.388
5bb7ac970c27ee4c381ddae6,3lkT5UehhFLbQL635EchJ3,Evil Things,https://p.scdn.co/mp3-preview/c14199a3b8617f9f8a0bfa6379b0e0237a2fba9b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.387,0.75,11,-7.745,0,0.0504,0.000235,0.0374,0.0557,0.143,139.347
5bb7ac970c27ee4c381ddae7,6VVLcwLM6BCY3fCFXuDtHx,Dumb Waiters,https://p.scdn.co/mp3-preview/2804b9772f87f59341053ccc5bb9543fab5ec802?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.363,0.907,2,-5.577,1,0.123,0.127,0.0249,0.309,0.422,74.655
5bb7ac970c27ee4c381ddae8,2JWoEzFblNieyn4qxE3s9F,Do you know Ida Know?,https://p.scdn.co/mp3-preview/c24129bf26711af3ba0adb9879ceefa4f8274ccf?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.445,0.708,11,-5.854,1,0.0437,0.000394,0.919,0.199,0.365,73.7
5bb7ac970c27ee4c381ddae9,5tcmA5GhrA2LzuTlN4rfbO,Albuquerque Low,https://p.scdn.co/mp3-preview/05012e35d4a932b9ea39b197d19526e7d26843cd?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.522,0.883,2,-5.987,1,0.0313,0.000136,0.0348,0.182,0.828,150.014
5bb7ac970c27ee4c381ddaea,6cL7NCFSvqWrBH5r4mkvVV,Superman,https://p.scdn.co/mp3-preview/48a5f878e5348159197c60e090eab7332dd9faae?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.436,0.935,2,-3.946,1,0.0538,0.000129,0.000141,0.0821,0.901,194.902
5bb7ac970c27ee4c381ddaeb,6Rsf9POXEmgQHzxXr6ubTg,Natural's Not In It,https://p.scdn.co/mp3-preview/ebe22961058da139b3c8d7f17077ed775ab09f8f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.763,0.84,0,-6.974,1,0.288,0.0401,0.0652,0.0199,0.895,161.34
5bb7ac970c27ee4c381ddaec,0XNm4jXda363NhHBoOp5II,Hail Destroyer,https://p.scdn.co/mp3-preview/0ba5163d0a6e6fe335b06cec880467a7dd7bac5d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.438,0.972,2,-4.337,1,0.0689,0.000116,0.676,0.0293,0.283,75.764
5bb7ac970c27ee4c381ddaed,007pucQ12P53YHzaqfRGnV,The Zookeeper's Boy,https://p.scdn.co/mp3-preview/fff49150b3058b66a706def3255e121b1cd89c0c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.54,0.796,5,-6.915,0,0.0312,0.000118,2.67E-06,0.16,0.557,120.853
5bb7ac970c27ee4c381ddaee,3O8BBc0bj8dGgJBmYVjt0k,Paradise,https://p.scdn.co/mp3-preview/e8e263ab71a6b332beed7b213a1c2e243b754938?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.588,0.938,1,-4.669,1,0.0633,0.00014,0.000135,0.209,0.788,133.035
5bb7ac970c27ee4c381ddaef,4lT1xhp4cv89eyW9ebGqVa,Hotel Beds,https://p.scdn.co/mp3-preview/e5f447b126cfe0b0ad5a88c166bfa7e15e9b9091?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.427,0.982,2,-3.142,1,0.125,0.000264,0.000229,0.144,0.615,168.953
5bb7ac970c27ee4c381ddaf0,7MNf3ZfUzucHmNJdOQ4Lko,Puddle of Blood,https://p.scdn.co/mp3-preview/f128dbdc594723e1fc82c87f4a064e40a482fe6d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.519,0.802,0,-5.58,1,0.13,0.00186,0,0.225,0.505,141.111
5bb7ac970c27ee4c381ddaf1,4NmTNaaY7IlT8qTZ2GModd,Let's Make Out,https://p.scdn.co/mp3-preview/0ea12370d91d9932c83fce9ad2fe2f0b597e70c2?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.463,0.875,2,-5.578,1,0.0954,0.00382,0.000289,0.097,0.405,143.98
5bb7ac970c27ee4c381ddaf2,5KvON1n74DvZpIfaYeu70v,We Are the Water,https://p.scdn.co/mp3-preview/175d2788001be7d2de1bfbcabaf330aec49393ed?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.562,0.837,8,-5.091,1,0.0609,2.47E-05,0.554,0.0766,0.745,154.111
5bb7ac970c27ee4c381ddaf3,0qFcZFSH5P6gT5FnPvCQ7X,Blistered,https://p.scdn.co/mp3-preview/0bc65d3d1ecf5afc7376380cd04010590a9ae892?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.347,0.917,0,-5.847,1,0.103,2.82E-05,0.305,0.226,0.55,128.366
5bb7ac970c27ee4c381ddaf4,1T5Y4J89qGF3dddKK39ybT,Glasses Up,https://p.scdn.co/mp3-preview/5487ec9190944ece9d1a5895acb5e8b6dd18d8bc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.555,0.919,3,-6.763,0,0.0375,1.69E-05,0,0.353,0.718,104.978
5bb7ac970c27ee4c381ddaf5,5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,https://p.scdn.co/mp3-preview/cab17680a55cff3339dec569c52b079efda6daad?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.651,0.801,0,-7.34,1,0.0513,0.123,0,0.0825,0.776,133.763
5bb7ac970c27ee4c381ddaf6,65mxB9IWpmVo4qUjdGSxRB,Girls & Boys,https://p.scdn.co/mp3-preview/bbede97bc1af23d9dbefbed672a7599f8ee2c27b?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.663,0.72,3,-5.497,1,0.0331,0.00212,0,0.358,0.608,135.342
5bb7ac970c27ee4c381ddaf7,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,https://p.scdn.co/mp3-preview/d5d48190dacabe9e45e2e1fe7616c4e411b28b53?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.38,0.988,1,-2.042,1,0.0639,2.64E-05,7.86E-05,0.368,0.769,186.113
5bb7ac970c27ee4c381ddaf8,0vGCxnTwYZFtOAW3oz28kd,Judy Is A Punk,https://p.scdn.co/mp3-preview/ea4f8a74d187fdd321dc622c897f463446f28825?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.232,0.866,3,-1.38,1,0.0503,0.0801,0.0962,0.235,0.722,179.551
5bb7ac970c27ee4c381ddaf9,3LI4MmibTkXH5cGpCGZgyw,Teenage Dirtbag,https://p.scdn.co/mp3-preview/197748ca9d6edab195e1228030b0a2a9f5c46b05?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85E-05,0.179,0.57,94.676
5bb7ac970c27ee4c381ddafa,7j31rVgGX9Q2blT92VBEA0,Teenagers,https://p.scdn.co/mp3-preview/7e780e073cb38e63e13544cd28a80d1eec88a49c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647
5bb7ac970c27ee4c381ddafb,1nLnpLXvl68RZCSjfkyiaa,Brain Stew,https://p.scdn.co/mp3-preview/5d53ec4b9378bedd8eb028499054605eeef26b07?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.559,0.543,1,-5.429,1,0.302,0.00133,2.00E-05,0.0577,0.337,75.958
5bb7ac970c27ee4c381ddafc,4aKMvmxQgX7J766G4pFlyh,Career Opportunities,https://p.scdn.co/mp3-preview/8a8c6d224358fff3243e415b5a5529558eebe313?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.381,0.854,9,-8.056,1,0.064,0.0155,0,0.0399,0.962,187.809
5bb7ac970c27ee4c381ddafd,5eB7w8UZJKjL5XmnC6Pctg,Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off,https://p.scdn.co/mp3-preview/97a3af44edbcbd780ac66a3c4c5060a1288e0daa?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.66,0.799,8,-4.644,1,0.0995,0.106,0,0.154,0.475,125.966
5bb7ac970c27ee4c381ddafe,6ORqU0bHbVCRjXm9AjyHyZ,Good Riddance (Time of Your Life),https://p.scdn.co/mp3-preview/e12bf548d4633c9877b3772493bf9a980511b926?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605
5bb7ac970c27ee4c381ddaff,3HE50TVRquwXe9yv2HFoNL,Never Too Late,https://p.scdn.co/mp3-preview/d4674d5eedb8eee7f115838954cbd0016cc0e701?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.433,0.778,2,-4.68,0,0.0371,0.00838,0,0.163,0.217,149.864
5bb7ac970c27ee4c381ddb00,1X1y6CQmAejhN8oeFtouje,King City,https://p.scdn.co/mp3-preview/69b3244163095eeb85c547db6907a48df050ff94?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.55,0.578,5,-8.568,1,0.036,0.193,0.000104,0.0904,0.0659,104.495
5bb7ac970c27ee4c381ddb01,5ehJioqjweOpo9I6hjqtAr,When We Party (feat. Snoop Dogg),https://p.scdn.co/mp3-preview/4cac18ce5eb70f15f15e5abcfa456d194425dae6?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.697,0.782,2,-5.901,1,0.289,0.0312,0,0.0651,0.629,103.828
5bb7ac970c27ee4c381ddb02,4N1r0Iiy853aVbYmSXvYli,BDY ON ME,https://p.scdn.co/mp3-preview/11d1358e624a5f77e1c61ec94a47065f5572fa39?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.729,0.495,8,-9.854,1,0.0384,0.114,9.54E-05,0.11,0.444,99.999
5bb7ac970c27ee4c381ddb03,1KcDFbTdaKLqw06DBkrslH,Wairua,https://p.scdn.co/mp3-preview/41318d203de7e641ec3684e346cc459303fb9292?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.758,0.647,1,-8.491,1,0.12,0.215,0,0.158,0.637,105.043
5bb7ac970c27ee4c381ddb04,7z3N2W7Xz1t2G2sAO8wFVH,Burn - Confession Special Edition Version,https://p.scdn.co/mp3-preview/8911f0ccc6b240ddffaf13244afacfbf099fb4ba?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928
5bb7ac970c27ee4c381ddb05,0gzWR9phnUAY5Mcu86niLY,Easy,https://p.scdn.co/mp3-preview/a2e96cc7173fd5acbd9945eb0f486c72c80dc02e?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.545,0.489,6,-7.81,0,0.34,0.179,0.00011,0.0823,0.157,60.218
5bb7ac970c27ee4c381ddb06,5dLvErR6RBbMMvGuDMdur2,Like You,https://p.scdn.co/mp3-preview/5bff849db0b9bc9dd5f22a625d80c6218fe1f3f6?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.547,0.594,6,-8.389,1,0.155,0.0504,0,0.0746,0.501,81.9
5bb7ac970c27ee4c381ddb07,1xFliXOpcu7E89AsDAZ7JV,Breathe Again,https://p.scdn.co/mp3-preview/7be71eda5ed3a8133e2540864444eb67d58c8720?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.689,0.677,0,-6.36,1,0.0326,0.0704,0,0.0877,0.259,153.919
5bb7ac970c27ee4c381ddb08,3kVIFDE3G89I2RPVkiRaRj,Cupid,https://p.scdn.co/mp3-preview/2cc538f8d54cff26d54524bd24d17c5513fd9560?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.685,0.38,8,-11.219,1,0.112,0.373,0,0.0371,0.87,175.562
5bb7ac970c27ee4c381ddb09,69QIVIjPMnI1ABLBqh9P1b,Twisted,https://p.scdn.co/mp3-preview/d7373f83c11623d3b2952fe06cd19b6d31534f30?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.615,0.514,11,-9.759,1,0.0466,0.393,0,0.248,0.822,175.849
5bb7ac980c27ee4c381ddb0a,5XWaXNh3jEy29P1S7Ug1v5,I'm Blessed,https://p.scdn.co/mp3-preview/549f72071ab03dccccc8c7e723c4f2320f5f00a5?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.685,0.696,8,-4.288,1,0.0321,0.432,0,0.127,0.65,160.017
5bb7ac980c27ee4c381ddb0b,1NEg5LHpn3reJ79r6IY0M6,Beautiful Little Fools,https://p.scdn.co/mp3-preview/05bf65bfe643ca82259b59f8bc691d19458089ae?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.525,0.402,5,-10.57,0,0.0876,0.778,0.136,0.322,0.136,130.099
5bb7ac980c27ee4c381ddb0c,53Pgsvu3qSYO2aXt5J2vcL,Lego House,https://p.scdn.co/mp3-preview/12eb90aa64be1b349b479f8dde7ca7175ac11513?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.592,0.637,11,-8.48,1,0.0992,0.562,0,0.13,0.565,159.701
5bb7ac980c27ee4c381ddb0d,4utxrxc5CohfZa6ZhWDdNn,Cassy O',https://p.scdn.co/mp3-preview/b5b6122e77b1b198c5d5ab9e33de8a11d4bd68fc?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.537,0.84,2,-4.799,1,0.0363,0.047,0,0.33,0.191,97.993
5bb7ac980c27ee4c381ddb0e,0p1BcEcYVO3uk4KDf3gzkY,Wanted,https://p.scdn.co/mp3-preview/a20a9377a18f36a5bbd0085df89c5b69c63525a4?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.421,0.476,0,-7.692,1,0.0298,0.268,0,0.0816,0.3,169.784
5bb7ac980c27ee4c381ddb0f,5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,https://p.scdn.co/mp3-preview/c808e35b385571cbda7ccf893c9c568b83a0390d?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035
5bb7ac980c27ee4c381ddb10,7DDRPKLKFIvDbNSQmnz19Y,Transatlanticism,https://p.scdn.co/mp3-preview/8e78cc1bae62c4052845312a34f19377aa971b97?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.439,0.469,9,-9.283,1,0.0311,0.395,0.573,0.183,0.193,127.44
5bb7ac980c27ee4c381ddb11,5Z1U0knfYnsfvZycgDeOiC,Big Jet Plane,https://p.scdn.co/mp3-preview/97e6a15466f6040ba71c6286889ab9cf51026b24?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.763,0.387,10,-8.643,0,0.0278,0.239,0.00747,0.13,0.273,109.957
5bb7ac980c27ee4c381ddb12,7e8bQb1csn5WvpOc4b5PJg,Female Robbery,https://p.scdn.co/mp3-preview/7b3c332159f7aec1a3afc4e01549c362b94d8365?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.403,0.888,7,-3.382,0,0.0413,0.056,0.00161,0.0682,0.391,176.483
5bb7ac980c27ee4c381ddb13,2MaCvfadvDHyrttQen5kv2,When You Break,https://p.scdn.co/mp3-preview/4eaa5ee9748719fa909c4dd739656531fbf6a07a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.508,0.504,5,-10.922,0,0.0491,0.605,0.0025,0.139,0.169,141.004
5bb7ac980c27ee4c381ddb14,5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,https://p.scdn.co/mp3-preview/7ae04760d9cb39b9833ddcb4a596c23f2a7344ab?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95E-05,0.091,0.294,90.184
5bb7ac980c27ee4c381ddb15,1VdZ0vKfR5jneCmWIUAMxK,The A Team,https://p.scdn.co/mp3-preview/37bf226e93591d438dde11e6404e3751a108084f?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996
5bb7ac980c27ee4c381ddb16,7cpCU3Denug5NGZsSpQl8v,XO,https://p.scdn.co/mp3-preview/dbc04767449ffacfdbedaf7bc410103111603295?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.431,0.377,2,-9.753,1,0.0288,0.749,0,0.211,0.353,173.67
5bb7ac980c27ee4c381ddb17,23khhseCLQqVMCIT1WMAns,Magic,https://p.scdn.co/mp3-preview/4bbc6c3a61b175ca895e0f5a2ab79804f290b263?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.738,0.483,6,-8.915,0,0.0403,0.0262,0.616,0.106,0.355,93.458
5bb7ac980c27ee4c381ddb18,0iTpQYzJnYgh7kIxyq8A2O,Two Weeks,https://p.scdn.co/mp3-preview/d7918651392a70a6f338485def1982f1865c23b7?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871
5bb7ac980c27ee4c381ddb19,5jla2fhvErKAiUHG3fnRuv,Money In My Pocket,https://p.scdn.co/mp3-preview/7557632463bde5615378baea60f6f64b886a44d7?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.742,0.45,0,-13.333,1,0.0569,0.604,0,0.107,0.964,137.914
5bb7ac980c27ee4c381ddb1a,2pgweUSbAKorya9t7M4s5I,Driver,https://p.scdn.co/mp3-preview/411626c7e74cd6c32fe6c0e3f96819621767377c?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.63,0.854,2,-4.499,1,0.408,0.292,0,0.318,0.889,79.241
5bb7ac980c27ee4c381ddb1b,1FQfZgqqdeWiSnd5ewQAwe,Satta Massagana,https://p.scdn.co/mp3-preview/fbdea9fec378b09204b59687d250ed8429ce7cec?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.637,0.471,4,-10.669,0,0.27,0.405,0.000262,0.106,0.793,76.809
5bb7ac980c27ee4c381ddb1c,7d9hxwSIVfxXDE0I3VlWBo,Smoke Marijuana,https://p.scdn.co/mp3-preview/26f9066b2006e7c583f1ae8ed55e64ef622a1e78?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.646,0.738,7,-5.827,0,0.213,0.197,0,0.336,0.622,68.816
5bb7ac980c27ee4c381ddb1d,0wqjdq7nZUVdNOEdyu8xb7,Need To Tell You This,https://p.scdn.co/mp3-preview/fb6836fa24e4590427bdbb103a34950dde878370?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.636,0.694,11,-6.517,0,0.318,0.0796,0,0.183,0.82,79.779
5bb7ac980c27ee4c381ddb1e,1UOhKnE2fZJuGdB7ssn9nf,Herbalist,https://p.scdn.co/mp3-preview/0a8a885a27bd773893519ebd6926be68ec18de22?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.804,0.607,10,-6.84,0,0.37,0.0773,0,0.0993,0.823,142.421
5bb7ac980c27ee4c381ddb1f,5wdRWXNTw48fkhuFquSFoy,This Is Not a Marijuana Song,https://p.scdn.co/mp3-preview/938903e1deac315cedc31d5c6d7bcbb73622aec6?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.65,0.642,2,-6.253,0,0.256,0.156,0,0.365,0.589,171.754
5bb7ac980c27ee4c381ddb20,3M3wTWoXP8Ay52foWUzGG9,Material Man,https://p.scdn.co/mp3-preview/eaf8b3d73d3ed608d8369f16678140a75f48d0e1?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.917,0.549,7,-6.415,1,0.117,0.0929,0.0102,0.112,0.923,128.934
5bb7ac980c27ee4c381ddb21,3KiVsbXehlQmO8ob18EL6B,Bedroom Bully,https://p.scdn.co/mp3-preview/b774c52340cce222f862518fd6525a3c2863f478?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.597,0.713,0,-6.456,1,0.26,0.0147,0,0.069,0.374,99.761
5bb7ac980c27ee4c381ddb22,5Zf69sqLWi7RD7maJCrcQw,Great Is HIM,https://p.scdn.co/mp3-preview/d45b7660003a43cc93557ebde7d06745cb1b602a?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.534,0.837,9,-2.194,0,0.274,0.103,0,0.3,0.815,83.74
5bb7ac980c27ee4c381ddb23,68Yo5RVCA3TmNE3d5TiVaX,Good Love,https://p.scdn.co/mp3-preview/0155a15d7988f24231e2281f834710b11b35b925?cid=0122489fce4b4cb7a933550fb5ebcbf7,0.814,0.552,1,-5.36,1,0.255,0.0556,0,0.0635,0.778,97.811
